Side,Type,Metric,Value,relation_id,relation_label,model
both,realistic,hits_at_5,0.12252747252747252,0,P31,simple
head,pessimistic,hits_at_5,0.0,0,P31,simple
tail,pessimistic,hits_at_5,0.24505494505494504,0,P31,simple
both,pessimistic,hits_at_5,0.12252747252747252,0,P31,simple
head,optimistic,hits_at_10,0.0,0,P31,simple
tail,optimistic,hits_at_10,0.3131868131868132,0,P31,simple
both,optimistic,hits_at_10,0.1565934065934066,0,P31,simple
head,realistic,hits_at_10,0.0,0,P31,simple
tail,realistic,hits_at_10,0.3131868131868132,0,P31,simple
both,realistic,hits_at_10,0.1565934065934066,0,P31,simple
head,pessimistic,hits_at_10,0.0,0,P31,simple
tail,pessimistic,hits_at_10,0.3131868131868132,0,P31,simple
both,pessimistic,hits_at_10,0.1565934065934066,0,P31,simple
head,optimistic,z_hits_at_k,-0.04345917391969256,0,P31,simple
tail,optimistic,z_hits_at_k,6557.957001525545,0,P31,simple
both,optimistic,z_hits_at_k,4637.106972745988,0,P31,simple
head,realistic,z_hits_at_k,-0.04345917391969256,0,P31,simple
tail,realistic,z_hits_at_k,6557.957001525545,0,P31,simple
both,realistic,z_hits_at_k,4637.106972745988,0,P31,simple
head,pessimistic,z_hits_at_k,-0.04345917391969256,0,P31,simple
tail,pessimistic,z_hits_at_k,6557.957001525545,0,P31,simple
both,pessimistic,z_hits_at_k,4637.106972745988,0,P31,simple
head,optimistic,adjusted_hits_at_k,-2.0754942832770132e-06,0,P31,simple
tail,optimistic,adjusted_hits_at_k,0.3131853877568953,0,P31,simple
both,optimistic,adjusted_hits_at_k,0.15659165613665546,0,P31,simple
head,realistic,adjusted_hits_at_k,-2.0754942832770132e-06,0,P31,simple
tail,realistic,adjusted_hits_at_k,0.3131853877568953,0,P31,simple
both,realistic,adjusted_hits_at_k,0.15659165613665546,0,P31,simple
head,pessimistic,adjusted_hits_at_k,-2.0754942832770132e-06,0,P31,simple
tail,pessimistic,adjusted_hits_at_k,0.3131853877568953,0,P31,simple
both,pessimistic,adjusted_hits_at_k,0.15659165613665546,0,P31,simple
head,optimistic,geometric_mean_rank,564784.7573447358,1,P1412,simple
tail,optimistic,geometric_mean_rank,9844.654162753483,1,P1412,simple
both,optimistic,geometric_mean_rank,74566.14923980967,1,P1412,simple
head,realistic,geometric_mean_rank,564784.6875,1,P1412,simple
tail,realistic,geometric_mean_rank,9844.6552734375,1,P1412,simple
both,realistic,geometric_mean_rank,74566.1875,1,P1412,simple
head,pessimistic,geometric_mean_rank,564784.881848472,1,P1412,simple
tail,pessimistic,geometric_mean_rank,9844.65534823804,1,P1412,simple
both,pessimistic,geometric_mean_rank,74566.16194825606,1,P1412,simple
head,optimistic,adjusted_arithmetic_mean_rank,0.5307061386725174,1,P1412,simple
tail,optimistic,adjusted_arithmetic_mean_rank,0.0247117658058556,1,P1412,simple
both,optimistic,adjusted_arithmetic_mean_rank,0.2777085839134691,1,P1412,simple
head,realistic,adjusted_arithmetic_mean_rank,0.5307062607564741,1,P1412,simple
tail,realistic,adjusted_arithmetic_mean_rank,0.024711768094923127,1,P1412,simple
both,realistic,adjusted_arithmetic_mean_rank,0.2777086006999887,1,P1412,simple
head,pessimistic,adjusted_arithmetic_mean_rank,0.5307062790690675,1,P1412,simple
tail,pessimistic,adjusted_arithmetic_mean_rank,0.024711771910035665,1,P1412,simple
both,pessimistic,adjusted_arithmetic_mean_rank,0.27770865716373655,1,P1412,simple
head,optimistic,count,68.0,1,P1412,simple
tail,optimistic,count,68.0,1,P1412,simple
both,optimistic,count,136.0,1,P1412,simple
head,realistic,count,68.0,1,P1412,simple
tail,realistic,count,68.0,1,P1412,simple
both,realistic,count,136.0,1,P1412,simple
head,pessimistic,count,68.0,1,P1412,simple
tail,pessimistic,count,68.0,1,P1412,simple
both,pessimistic,count,136.0,1,P1412,simple
head,optimistic,standard_deviation,1286641.9448922302,1,P1412,simple
tail,optimistic,standard_deviation,153940.85196657327,1,P1412,simple
both,optimistic,standard_deviation,1100486.4507340605,1,P1412,simple
head,realistic,standard_deviation,1286642.0,1,P1412,simple
tail,realistic,standard_deviation,153940.84375,1,P1412,simple
both,realistic,standard_deviation,1100486.625,1,P1412,simple
head,pessimistic,standard_deviation,1286642.1404830394,1,P1412,simple
tail,pessimistic,standard_deviation,153940.85794558405,1,P1412,simple
both,pessimistic,standard_deviation,1100486.6550841155,1,P1412,simple
head,optimistic,adjusted_geometric_mean_rank_index,0.683683781618037,1,P1412,simple
tail,optimistic,adjusted_geometric_mean_rank_index,0.9944869193684043,1,P1412,simple
both,optimistic,adjusted_geometric_mean_rank_index,0.9580870748546694,1,P1412,simple
head,realistic,adjusted_geometric_mean_rank_index,0.6836838207357037,1,P1412,simple
tail,realistic,adjusted_geometric_mean_rank_index,0.9944869187463498,1,P1412,simple
both,realistic,adjusted_geometric_mean_rank_index,0.9580870533486909,1,P1412,simple
head,pessimistic,adjusted_geometric_mean_rank_index,0.683683711887719,1,P1412,simple
tail,pessimistic,adjusted_geometric_mean_rank_index,0.9944869187044566,1,P1412,simple
both,pessimistic,adjusted_geometric_mean_rank_index,0.9580870677112764,1,P1412,simple
