Side,Type,Metric,Value,relation_id,relation_label,model
tail,pessimistic,adjusted_arithmetic_mean_rank,0.0010577044437749222,0,P31,transe
both,pessimistic,adjusted_arithmetic_mean_rank,0.21399373172881403,0,P31,transe
head,optimistic,count,910.0,0,P31,transe
tail,optimistic,count,910.0,0,P31,transe
both,optimistic,count,1820.0,0,P31,transe
head,realistic,count,910.0,0,P31,transe
tail,realistic,count,910.0,0,P31,transe
both,realistic,count,1820.0,0,P31,transe
head,pessimistic,count,910.0,0,P31,transe
tail,pessimistic,count,910.0,0,P31,transe
both,pessimistic,count,1820.0,0,P31,transe
head,optimistic,standard_deviation,1110368.4922734306,0,P31,transe
tail,optimistic,standard_deviation,46291.26307068953,0,P31,transe
both,optimistic,standard_deviation,938447.8481958632,0,P31,transe
head,realistic,standard_deviation,1110369.125,0,P31,transe
tail,realistic,standard_deviation,46291.296875,0,P31,transe
both,realistic,standard_deviation,938448.5625,0,P31,transe
head,pessimistic,standard_deviation,1110369.9154085258,0,P31,transe
tail,pessimistic,standard_deviation,46291.34065952667,0,P31,transe
both,pessimistic,standard_deviation,938449.2524815153,0,P31,transe
head,optimistic,inverse_arithmetic_mean_rank,9.722721685498722e-07,0,P31,transe
tail,optimistic,inverse_arithmetic_mean_rank,0.0003924394597445521,0,P31,transe
both,optimistic,inverse_arithmetic_mean_rank,1.9397386178338765e-06,0,P31,transe
head,realistic,inverse_arithmetic_mean_rank,9.722710956339142e-07,0,P31,transe
tail,realistic,inverse_arithmetic_mean_rank,0.0003924391057807952,0,P31,transe
both,realistic,inverse_arithmetic_mean_rank,1.939736876011011e-06,0,P31,transe
head,pessimistic,inverse_arithmetic_mean_rank,9.7227022598713e-07,0,P31,transe
tail,pessimistic,inverse_arithmetic_mean_rank,0.00039243878278427127,0,P31,transe
both,pessimistic,inverse_arithmetic_mean_rank,1.9397347436185447e-06,0,P31,transe
head,optimistic,geometric_mean_rank,330664.8473408526,0,P31,transe
tail,optimistic,geometric_mean_rank,5.141049770061598,0,P31,transe
both,optimistic,geometric_mean_rank,1303.8268433304875,0,P31,transe
head,realistic,geometric_mean_rank,330665.4375,0,P31,transe
tail,realistic,geometric_mean_rank,5.141050815582275,0,P31,transe
both,realistic,geometric_mean_rank,1303.826904296875,0,P31,transe
head,pessimistic,geometric_mean_rank,330665.6048755125,0,P31,transe
tail,pessimistic,geometric_mean_rank,5.141049811738629,0,P31,transe
both,pessimistic,geometric_mean_rank,1303.82834211168,0,P31,transe
head,optimistic,adjusted_geometric_mean_rank_index,0.8135497960965457,0,P31,transe
tail,optimistic,adjusted_geometric_mean_rank_index,0.9999976650784048,0,P31,transe
both,optimistic,adjusted_geometric_mean_rank_index,0.9992651903086452,0,P31,transe
head,realistic,adjusted_geometric_mean_rank_index,0.8135494633256841,0,P31,transe
tail,realistic,adjusted_geometric_mean_rank_index,0.9999976650778153,0,P31,transe
both,realistic,adjusted_geometric_mean_rank_index,0.9992651902742595,0,P31,transe
head,pessimistic,adjusted_geometric_mean_rank_index,0.8135493689482712,0,P31,transe
tail,pessimistic,adjusted_geometric_mean_rank_index,0.9999976650783813,0,P31,transe
both,pessimistic,adjusted_geometric_mean_rank_index,0.999265189463315,0,P31,transe
head,optimistic,median_absolute_deviation,874750.1349404902,0,P31,transe
tail,optimistic,median_absolute_deviation,1.482602218505602,0,P31,transe
both,optimistic,median_absolute_deviation,732.4054959417674,0,P31,transe
head,realistic,median_absolute_deviation,874750.8762415994,0,P31,transe
tail,realistic,median_absolute_deviation,1.482602218505602,0,P31,transe
both,realistic,median_absolute_deviation,732.4054959417674,0,P31,transe
head,pessimistic,median_absolute_deviation,874751.6175427088,0,P31,transe
tail,pessimistic,median_absolute_deviation,1.482602218505602,0,P31,transe
both,pessimistic,median_absolute_deviation,732.4054959417674,0,P31,transe
head,optimistic,z_inverse_harmonic_mean_rank,17.643890044080823,0,P31,transe
tail,optimistic,z_inverse_harmonic_mean_rank,17048.404528598305,0,P31,transe
both,optimistic,z_inverse_harmonic_mean_rank,12067.419459034294,0,P31,transe
head,realistic,z_inverse_harmonic_mean_rank,17.643889816551813,0,P31,transe
tail,realistic,z_inverse_harmonic_mean_rank,17048.40525503866,0,P31,transe
both,realistic,z_inverse_harmonic_mean_rank,12067.41973560098,0,P31,transe
head,pessimistic,z_inverse_harmonic_mean_rank,17.643889450492896,0,P31,transe
tail,pessimistic,z_inverse_harmonic_mean_rank,17048.404528597057,0,P31,transe
both,pessimistic,z_inverse_harmonic_mean_rank,12067.41945861368,0,P31,transe
head,optimistic,variance,1232918188633.5715,0,P31,transe
tail,optimistic,variance,2142881036.679784,0,P31,transe
both,optimistic,variance,880684363783.4459,0,P31,transe
head,realistic,variance,1232919724032.0,0,P31,transe
tail,realistic,variance,2142884224.0,0,P31,transe
both,realistic,variance,880685678592.0,0,P31,transe
head,pessimistic,variance,1232921349044.3367,0,P31,transe
tail,pessimistic,variance,2142888220.0563471,0,P31,transe
both,pessimistic,variance,880686999483.1149,0,P31,transe
head,optimistic,arithmetic_mean_rank,1028518.5901098901,0,P31,transe
tail,optimistic,arithmetic_mean_rank,2548.163736263736,0,P31,transe
both,optimistic,arithmetic_mean_rank,515533.3769230769,0,P31,transe
head,realistic,arithmetic_mean_rank,1028519.6875,0,P31,transe
tail,realistic,arithmetic_mean_rank,2548.166015625,0,P31,transe
both,realistic,arithmetic_mean_rank,515533.84375,0,P31,transe
head,pessimistic,arithmetic_mean_rank,1028520.645054945,0,P31,transe
tail,pessimistic,arithmetic_mean_rank,2548.1681318681317,0,P31,transe
both,pessimistic,arithmetic_mean_rank,515534.4065934066,0,P31,transe
head,optimistic,median_rank,643517.5,0,P31,transe
tail,optimistic,median_rank,3.0,0,P31,transe
both,optimistic,median_rank,496.0,0,P31,transe
head,realistic,median_rank,643518.75,0,P31,transe
tail,realistic,median_rank,3.0,0,P31,transe
both,realistic,median_rank,496.0,0,P31,transe
head,pessimistic,median_rank,643520.0,0,P31,transe
tail,pessimistic,median_rank,3.0,0,P31,transe
both,pessimistic,median_rank,496.0,0,P31,transe
head,optimistic,inverse_median_rank,1.5539592940362926e-06,0,P31,transe
tail,optimistic,inverse_median_rank,0.3333333333333333,0,P31,transe
both,optimistic,inverse_median_rank,0.0020161290322580645,0,P31,transe
head,realistic,inverse_median_rank,1.5539562809863128e-06,0,P31,transe
tail,realistic,inverse_median_rank,0.3333333432674408,0,P31,transe
both,realistic,inverse_median_rank,0.002016128972172737,0,P31,transe
head,pessimistic,inverse_median_rank,1.5539532570860268e-06,0,P31,transe
tail,pessimistic,inverse_median_rank,0.3333333333333333,0,P31,transe
both,pessimistic,inverse_median_rank,0.0020161290322580645,0,P31,transe
head,optimistic,hits_at_1,0.0,0,P31,transe
tail,optimistic,hits_at_1,0.006593406593406593,0,P31,transe
both,optimistic,hits_at_1,0.0032967032967032967,0,P31,transe
head,realistic,hits_at_1,0.0,0,P31,transe
tail,realistic,hits_at_1,0.006593406593406593,0,P31,transe
both,realistic,hits_at_1,0.0032967032967032967,0,P31,transe
head,pessimistic,hits_at_1,0.0,0,P31,transe
tail,pessimistic,hits_at_1,0.006593406593406593,0,P31,transe
both,pessimistic,hits_at_1,0.0032967032967032967,0,P31,transe
head,optimistic,hits_at_3,0.0,0,P31,transe
tail,optimistic,hits_at_3,0.6098901098901099,0,P31,transe
both,optimistic,hits_at_3,0.30494505494505497,0,P31,transe
head,realistic,hits_at_3,0.0,0,P31,transe
tail,realistic,hits_at_3,0.6098901098901099,0,P31,transe
both,realistic,hits_at_3,0.30494505494505497,0,P31,transe
head,pessimistic,hits_at_3,0.0,0,P31,transe
tail,pessimistic,hits_at_3,0.6098901098901099,0,P31,transe
both,pessimistic,hits_at_3,0.30494505494505497,0,P31,transe
head,optimistic,hits_at_5,0.0,0,P31,transe
tail,optimistic,hits_at_5,0.7406593406593407,0,P31,transe
both,optimistic,hits_at_5,0.37032967032967035,0,P31,transe
head,realistic,hits_at_5,0.0,0,P31,transe
tail,realistic,hits_at_5,0.7406593406593407,0,P31,transe
both,realistic,hits_at_5,0.37032967032967035,0,P31,transe
head,pessimistic,hits_at_5,0.0,0,P31,transe
tail,pessimistic,hits_at_5,0.7406593406593407,0,P31,transe
both,pessimistic,hits_at_5,0.37032967032967035,0,P31,transe
head,optimistic,hits_at_10,0.0,0,P31,transe
tail,optimistic,hits_at_10,0.8087912087912088,0,P31,transe
both,optimistic,hits_at_10,0.4043956043956044,0,P31,transe
head,realistic,hits_at_10,0.0,0,P31,transe
tail,realistic,hits_at_10,0.8087912087912088,0,P31,transe
both,realistic,hits_at_10,0.4043956043956044,0,P31,transe
head,pessimistic,hits_at_10,0.0,0,P31,transe
tail,pessimistic,hits_at_10,0.8087912087912088,0,P31,transe
both,pessimistic,hits_at_10,0.4043956043956044,0,P31,transe
head,optimistic,z_hits_at_k,-0.04345917391969256,0,P31,transe
tail,optimistic,z_hits_at_k,16935.705097851333,0,P31,transe
both,optimistic,z_hits_at_k,11975.22263306108,0,P31,transe
head,realistic,z_hits_at_k,-0.04345917391969256,0,P31,transe
tail,realistic,z_hits_at_k,16935.705097851333,0,P31,transe
both,realistic,z_hits_at_k,11975.22263306108,0,P31,transe
head,pessimistic,z_hits_at_k,-0.04345917391969256,0,P31,transe
tail,pessimistic,z_hits_at_k,16935.705097851333,0,P31,transe
